"","Sample.y","Sample.x","Chr","Start","End","LOD.score","Length..bp.","Length..Mbp.","Site.x","Subspecies.x","Site.y","Subspecies.y","Km_distance","Generations.ago..assuming.1cM.1Mb.","Years..assuming.25y.generation.","LOD2","years"
"2660","GB-25-05","Con2-80","chr21",15391971,16013534,"6,03",621563,"0,62","Conkouati","Central","Loango","Central","281,47","80,44","2011,06",2011.06,2011.06
"2661","GB-25-05","Con2-80","chr21",30608841,31176483,"8,68",567642,"0,57","Conkouati","Central","Loango","Central","281,47","88,08","2202,09",2202.09,2202.09
"2662","GB-25-05","Con2-80","chr21",46353568,46839055,"4,4",485487,"0,49","Conkouati","Central","Loango","Central","281,47","102,99","2574,73",2574.73,2574.73
"2663","GB-25-05","Con2-80","chr21",39954172,40215661,"4,66",261489,"0,26","Conkouati","Central","Loango","Central","281,47","191,21","4780,32",4780.32,4780.32
"2664","GB-25-05","Con2-80","chr21",17058793,17386940,"3,43",328147,"0,33","Conkouati","Central","Loango","Central","281,47","152,37","3809,27",3809.27,3809.27
"2665","GB-28-02","Con2-80","chr21",46348235,46872473,"5,5",524238,"0,52","Conkouati","Central","Loango","Central","281,47","95,38","2384,41",2384.41,2384.41
"2666","GB-28-02","Con2-80","chr21",26508340,27359158,"6,07",850818,"0,85","Conkouati","Central","Loango","Central","281,47","58,77","1469,17",1469.17,1469.17
"2667","GB-28-02","Con2-80","chr21",25501385,25857771,"4,42",356386,"0,36","Conkouati","Central","Loango","Central","281,47","140,30","3507,43",3507.43,3507.43
"2668","GB-28-02","Con2-80","chr21",39345337,39620239,"4,29",274902,"0,27","Conkouati","Central","Loango","Central","281,47","181,88","4547,07",4547.07,4547.07
"2669","GB-28-02","Con2-80","chr21",33996456,34403007,"3,07",406551,"0,41","Conkouati","Central","Loango","Central","281,47","122,99","3074,65",3074.65,3074.65
"2670","GB-28-02","Con2-80","chr21",24859251,25305312,"3,21",446061,"0,45","Conkouati","Central","Loango","Central","281,47","112,09","2802,31",2802.31,2802.31
"2671","GB-28-02","Con2-80","chr21",42273895,42446767,"3,78",172872,"0,17","Conkouati","Central","Loango","Central","281,47","289,23","7230,78",7230.78,7230.78
"2672","GB-28-02","Con2-80","chr21",30630207,31136277,"9,39",506070,"0,51","Conkouati","Central","Loango","Central","281,47","98,80","2470,01",2470.01,2470.01
"2673","GB-36-07","Con2-80","chr21",16595962,16854300,"4,19",258338,"0,26","Conkouati","Central","Loango","Central","281,47","193,54","4838,62",4838.62,4838.62
"2674","GB-36-07","Con2-80","chr21",31947059,32329423,"3,15",382364,"0,38","Conkouati","Central","Loango","Central","281,47","130,77","3269,14",3269.14,3269.14
"2675","Lop2-80","Con2-80","chr21",35323599,35642504,"3,5",318905,"0,32","Conkouati","Central","Lope","Central","416,18","156,79","3919,66",3919.66,3919.66
"2676","Lop2-80","Con2-80","chr21",38286618,38599754,"4,05",313136,"0,31","Conkouati","Central","Lope","Central","416,18","159,68","3991,88",3991.88,3991.88
"2677","Lop2-80","Con2-80","chr21",44118607,44744755,"4,2",626148,"0,63","Conkouati","Central","Lope","Central","416,18","79,85","1996,33",1996.33,1996.33
"2678","Lop2-80","Con2-80","chr21",36947463,37046520,"4,11",99057,"0,10","Conkouati","Central","Lope","Central","416,18","504,76","12619,00",12619,12619
"2679","Lop3-20","Con2-80","chr21",27226097,27414047,"3,53",187950,"0,19","Conkouati","Central","Lope","Central","416,18","266,03","6650,70",6650.7,6650.7
"2680","Lop3-20","Con2-80","chr21",19737301,20234600,"3,03",497299,"0,50","Conkouati","Central","Lope","Central","416,18","100,54","2513,58",2513.58,2513.58
"2681","Con1-12","Con3-10","chr21",42450326,45352225,"4,3",2901899,"2,90","Conkouati","Central","Conkouati","Central","0,00","17,23","430,75",430.75,430.75
"2682","Con2-38","Con3-10","chr21",34907954,35724425,"3,75",816471,"0,82","Conkouati","Central","Conkouati","Central","0,00","61,24","1530,98",1530.98,1530.98
"2683","Con2-80","Con3-10","chr21",43406343,46086092,"6,11",2679749,"2,68","Conkouati","Central","Conkouati","Central","0,00","18,66","466,46",466.46,466.46
"2684","Con2-80","Con3-10","chr21",35411371,35724425,"3,05",313054,"0,31","Conkouati","Central","Conkouati","Central","0,00","159,72","3992,92",3992.92,3992.92
"2685","Baf1-19","Din1-26","chr21",16854872,17664931,"3,54",810059,"0,81","Dindefelo","Western","Bafing","Western","223,99","61,72","1543,10",1543.1,1543.1
"2686","Boe1-32","Din1-26","chr21",15240228,15488443,"4,96",248215,"0,25","Dindefelo","Western","Boe","Western","190,40","201,44","5035,96",5035.96,5035.96
"2687","Boe1-32","Din1-26","chr21",38149366,38309436,"3,77",160070,"0,16","Dindefelo","Western","Boe","Western","190,40","312,36","7809,08",7809.08,7809.08
"2688","Boe1-43","Din1-26","chr21",16502393,17593443,"4,89",1091050,"1,09","Dindefelo","Western","Boe","Western","190,40","45,83","1145,69",1145.69,1145.69
"2689","Boe1-44","Din1-26","chr21",39114521,40691409,"7,93",1576888,"1,58","Dindefelo","Western","Boe","Western","190,40","31,71","792,70",792.7,792.7
"2690","Boe1-57","Din1-26","chr21",33154189,34189884,"3,75",1035695,"1,04","Dindefelo","Western","Boe","Western","190,40","48,28","1206,92",1206.92,1206.92
"2691","Boe1-57","Din1-26","chr21",35902451,37305949,"5,95",1403498,"1,40","Dindefelo","Western","Boe","Western","190,40","35,63","890,63",890.63,890.63
"2692","Boe1-77","Din1-26","chr21",26276106,28672068,"3,36",2395962,"2,40","Dindefelo","Western","Boe","Western","190,40","20,87","521,71",521.71,521.71
"2693","Boe2-11","Din1-26","chr21",46153348,46779322,"5,15",625974,"0,63","Dindefelo","Western","Boe","Western","190,40","79,88","1996,89",1996.89,1996.89
"2694","Boe2-11","Din1-26","chr21",15214608,17561340,"8,82",2346732,"2,35","Dindefelo","Western","Boe","Western","190,40","21,31","532,66",532.66,532.66
"2695","Boe2-18","Din1-26","chr21",15969643,18602131,"5,83",2632488,"2,63","Dindefelo","Western","Boe","Western","190,40","18,99","474,84",474.84,474.84
"2696","Boe2-18","Din1-26","chr21",25209121,27427113,"3,03",2217992,"2,22","Dindefelo","Western","Boe","Western","190,40","22,54","563,57",563.57,563.57
"2697","Boe2-30","Din1-26","chr21",15226743,15490085,"3,91",263342,"0,26","Dindefelo","Western","Boe","Western","190,40","189,87","4746,68",4746.68,4746.68
"2698","Boe2-39","Din1-26","chr21",35675221,36552611,"5,31",877390,"0,88","Dindefelo","Western","Boe","Western","190,40","56,99","1424,68",1424.68,1424.68
"2699","Din1-53","Din1-26","chr21",41658996,42137353,"3,11",478357,"0,48","Dindefelo","Western","Dindefelo","Western","0,00","104,52","2613,11",2613.11,2613.11
"2700","Din2-38","Din1-26","chr21",15240228,17454557,"5,03",2214329,"2,21","Dindefelo","Western","Dindefelo","Western","0,00","22,58","564,51",564.51,564.51
"2701","Fjn2-13","Din1-26","chr21",26763411,28637972,"3",1874561,"1,87","Dindefelo","Western","Sobeya","Western","178,14","26,67","666,82",666.82,666.82
"2702","Fjn3-84","Din1-26","chr21",46999882,48022044,"4,33",1022162,"1,02","Dindefelo","Western","Sobeya","Western","178,14","48,92","1222,90",1222.9,1222.9
"2703","Fjn3-84","Din1-26","chr21",18786939,20117114,"3,47",1330175,"1,33","Dindefelo","Western","Sobeya","Western","178,14","37,59","939,73",939.73,939.73
"2704","Fouta1-17","Din1-26","chr21",43782170,46873301,"6,79",3091131,"3,09","Dindefelo","Western","Bakoun-Sobory","Western","149,80","16,18","404,38",404.38,404.38
"2705","Fouta3-37","Din1-26","chr21",40394086,41495956,"5,3",1101870,"1,10","Dindefelo","Western","Bakoun-Sobory","Western","149,80","45,38","1134,44",1134.44,1134.44
"2706","Gbo1-41","Din1-26","chr21",14946924,15437374,"3,1",490450,"0,49","Dindefelo","Western","Grebo","Western","930,31","101,95","2548,68",2548.68,2548.68
"2707","Gbo1-41","Din1-26","chr21",39982684,40691409,"4,75",708725,"0,71","Dindefelo","Western","Grebo","Western","930,31","70,55","1763,73",1763.73,1763.73
"2708","Gco2-5","Din1-26","chr21",39899701,41220700,"6,41",1320999,"1,32","Dindefelo","Western","Sangaredi","Western","227,79","37,85","946,25",946.25,946.25
"2709","Gco2-8","Din1-26","chr21",46176890,46817253,"3,61",640363,"0,64","Dindefelo","Western","Sangaredi","Western","227,79","78,08","1952,02",1952.02,1952.02
"2710","Gco2-8","Din1-26","chr21",37814305,39018268,"7,32",1203963,"1,20","Dindefelo","Western","Sangaredi","Western","227,79","41,53","1038,24",1038.24,1038.24
"2711","Kay1-13","Din1-26","chr21",43789470,46779322,"13,45",2989852,"2,99","Dindefelo","Western","Kayan","Western","93,50","16,72","418,08",418.08,418.08
"2712","Kay1-23","Din1-26","chr21",42583827,43532653,"4,85",948826,"0,95","Dindefelo","Western","Kayan","Western","93,50","52,70","1317,42",1317.42,1317.42
"2713","Kay2-25","Din1-26","chr21",38149366,38309436,"3,77",160070,"0,16","Dindefelo","Western","Kayan","Western","93,50","312,36","7809,08",7809.08,7809.08
"2714","Kay2-29","Din1-26","chr21",35675221,35976007,"4,61",300786,"0,30","Dindefelo","Western","Kayan","Western","93,50","166,23","4155,78",4155.78,4155.78
"2715","Kay2-29","Din1-26","chr21",15806657,16584297,"3,6",777640,"0,78","Dindefelo","Western","Kayan","Western","93,50","64,30","1607,43",1607.43,1607.43
"2716","Kay2-29","Din1-26","chr21",45922898,46779322,"3,07",856424,"0,86","Dindefelo","Western","Kayan","Western","93,50","58,38","1459,56",1459.56,1459.56
"2717","Kay2-41","Din1-26","chr21",46999882,48032185,"5,39",1032303,"1,03","Dindefelo","Western","Kayan","Western","93,50","48,44","1210,88",1210.88,1210.88
"2718","Kay2-41","Din1-26","chr21",41461801,42208051,"4,11",746250,"0,75","Dindefelo","Western","Kayan","Western","93,50","67,00","1675,04",1675.04,1675.04
"2719","Kay2-49","Din1-26","chr21",43785291,45502546,"3,92",1717255,"1,72","Dindefelo","Western","Kayan","Western","93,50","29,12","727,91",727.91,727.91
"2720","Kay2-49","Din1-26","chr21",42126346,42613036,"3,5",486690,"0,49","Dindefelo","Western","Kayan","Western","93,50","102,73","2568,37",2568.37,2568.37
"2721","Kay2-54","Din1-26","chr21",42583827,43549468,"4,36",965641,"0,97","Dindefelo","Western","Kayan","Western","93,50","51,78","1294,48",1294.48,1294.48
"2722","Lib2-10","Din1-26","chr21",27390059,27911782,"3,01",521723,"0,52","Dindefelo","Western","Sapo","Western","874,78","95,84","2395,91",2395.91,2395.91
"2723","Lib2-14","Din1-26","chr21",39242394,39778273,"4,75",535879,"0,54","Dindefelo","Western","Sapo","Western","874,78","93,30","2332,62",2332.62,2332.62
"2724","Lib2-28","Din1-26","chr21",15245108,15488921,"3,62",243813,"0,24","Dindefelo","Western","Sapo","Western","874,78","205,08","5126,88",5126.88,5126.88
"2725","Sob1-31","Din1-26","chr21",46288883,47352448,"5,48",1063565,"1,06","Dindefelo","Western","Bakoun-Sobory","Western","142,29","47,01","1175,29",1175.29,1175.29
"2726","Tai-E2-35","Din1-26","chr21",39259809,39774247,"3,97",514438,"0,51","Dindefelo","Western","Tai","Western","907,36","97,19","2429,84",2429.84,2429.84
"2727","Baf1-19","Din1-53","chr21",38976103,39919004,"3,13",942901,"0,94","Dindefelo","Western","Bafing","Western","223,99","53,03","1325,70",1325.7,1325.7
"2728","Baf1-19","Din1-53","chr21",36551539,37373500,"5,09",821961,"0,82","Dindefelo","Western","Bafing","Western","223,99","60,83","1520,75",1520.75,1520.75
"2729","Baf1-19","Din1-53","chr21",25913204,28394662,"3,45",2481458,"2,48","Dindefelo","Western","Bafing","Western","223,99","20,15","503,74",503.74,503.74
"2730","Baf1-19","Din1-53","chr21",30768130,31742638,"4,35",974508,"0,97","Dindefelo","Western","Bafing","Western","223,99","51,31","1282,70",1282.7,1282.7
"2731","Baf1-19","Din1-53","chr21",24100838,24858842,"4,25",758004,"0,76","Dindefelo","Western","Bafing","Western","223,99","65,96","1649,07",1649.07,1649.07
"2732","Baf1-19","Din1-53","chr21",43547542,43840975,"3,31",293433,"0,29","Dindefelo","Western","Bafing","Western","223,99","170,40","4259,92",4259.92,4259.92
"2733","Boe1-32","Din1-53","chr21",28737866,32906191,"24,26",4168325,"4,17","Dindefelo","Western","Boe","Western","190,40","12,00","299,88",299.88,299.88
"2734","Boe1-32","Din1-53","chr21",19917010,21024066,"3,58",1107056,"1,11","Dindefelo","Western","Boe","Western","190,40","45,16","1129,12",1129.12,1129.12
"2735","Boe1-43","Din1-53","chr21",46086635,46845169,"4,78",758534,"0,76","Dindefelo","Western","Boe","Western","190,40","65,92","1647,92",1647.92,1647.92
"2736","Boe1-43","Din1-53","chr21",15340098,16160732,"3,76",820634,"0,82","Dindefelo","Western","Boe","Western","190,40","60,93","1523,21",1523.21,1523.21
"2737","Boe1-43","Din1-53","chr21",39018268,41266655,"15,21",2248387,"2,25","Dindefelo","Western","Boe","Western","190,40","22,24","555,95",555.95,555.95
"2738","Boe1-43","Din1-53","chr21",44183930,45096124,"4,2",912194,"0,91","Dindefelo","Western","Boe","Western","190,40","54,81","1370,32",1370.32,1370.32
"2739","Boe1-43","Din1-53","chr21",19768728,20230186,"3,65",461458,"0,46","Dindefelo","Western","Boe","Western","190,40","108,35","2708,81",2708.81,2708.81
"2740","Boe1-44","Din1-53","chr21",16906423,17539793,"4,13",633370,"0,63","Dindefelo","Western","Boe","Western","190,40","78,94","1973,57",1973.57,1973.57
"2741","Boe1-44","Din1-53","chr21",32683898,34243627,"6,16",1559729,"1,56","Dindefelo","Western","Boe","Western","190,40","32,06","801,42",801.42,801.42
"2742","Boe1-44","Din1-53","chr21",28479535,29612913,"5,47",1133378,"1,13","Dindefelo","Western","Boe","Western","190,40","44,12","1102,90",1102.9,1102.9
"2743","Boe1-57","Din1-53","chr21",38229231,39891578,"5,92",1662347,"1,66","Dindefelo","Western","Boe","Western","190,40","30,08","751,95",751.95,751.95
"2744","Boe1-57","Din1-53","chr21",45863455,48079149,"5,5",2215694,"2,22","Dindefelo","Western","Boe","Western","190,40","22,57","564,16",564.16,564.16
"2745","Boe1-57","Din1-53","chr21",33155381,33800513,"4,02",645132,"0,65","Dindefelo","Western","Boe","Western","190,40","77,50","1937,59",1937.59,1937.59
"2746","Boe1-71","Din1-53","chr21",46294839,48093812,"5,17",1798973,"1,80","Dindefelo","Western","Boe","Western","190,40","27,79","694,84",694.84,694.84
"2747","Boe1-75","Din1-53","chr21",33402911,34323154,"3,06",920243,"0,92","Dindefelo","Western","Boe","Western","190,40","54,33","1358,34",1358.34,1358.34
"2748","Boe2-10","Din1-53","chr21",15512314,18381591,"4,02",2869277,"2,87","Dindefelo","Western","Boe","Western","190,40","17,43","435,65",435.65,435.65
"2749","Boe2-10","Din1-53","chr21",36961626,40931406,"4,8",3969780,"3,97","Dindefelo","Western","Boe","Western","190,40","12,60","314,88",314.88,314.88
"2750","Boe2-11","Din1-53","chr21",28345411,29065958,"4,91",720547,"0,72","Dindefelo","Western","Boe","Western","190,40","69,39","1734,79",1734.79,1734.79
"2751","Boe2-18","Din1-53","chr21",26623764,27497239,"3,64",873475,"0,87","Dindefelo","Western","Boe","Western","190,40","57,24","1431,07",1431.07,1431.07
"2752","Boe2-18","Din1-53","chr21",32786619,34261294,"5",1474675,"1,47","Dindefelo","Western","Boe","Western","190,40","33,91","847,64",847.64,847.64
"2753","Boe2-18","Din1-53","chr21",41208148,41592131,"3,11",383983,"0,38","Dindefelo","Western","Boe","Western","190,40","130,21","3255,35",3255.35,3255.35
"2754","Boe2-18","Din1-53","chr21",39257153,39660505,"3,51",403352,"0,40","Dindefelo","Western","Boe","Western","190,40","123,96","3099,03",3099.03,3099.03
"2755","Boe2-18","Din1-53","chr21",46117699,46534167,"3",416468,"0,42","Dindefelo","Western","Boe","Western","190,40","120,06","3001,43",3001.43,3001.43
"2756","Boe2-22","Din1-53","chr21",17966739,18404599,"3",437860,"0,44","Dindefelo","Western","Boe","Western","190,40","114,19","2854,79",2854.79,2854.79
"2757","Boe2-22","Din1-53","chr21",29952201,31189402,"5,21",1237201,"1,24","Dindefelo","Western","Boe","Western","190,40","40,41","1010,35",1010.35,1010.35
"2758","Boe2-30","Din1-53","chr21",29866592,31018637,"4,65",1152045,"1,15","Dindefelo","Western","Boe","Western","190,40","43,40","1085,03",1085.03,1085.03
"2759","Boe2-30","Din1-53","chr21",43086706,43802549,"4,4",715843,"0,72","Dindefelo","Western","Boe","Western","190,40","69,85","1746,19",1746.19,1746.19
"2760","Boe2-30","Din1-53","chr21",38769552,39791337,"5,17",1021785,"1,02","Dindefelo","Western","Boe","Western","190,40","48,93","1223,35",1223.35,1223.35
"2761","Boe2-30","Din1-53","chr21",45123063,46926702,"5,77",1803639,"1,80","Dindefelo","Western","Boe","Western","190,40","27,72","693,04",693.04,693.04
"2762","Boe2-39","Din1-53","chr21",18414246,18774547,"3,29",360301,"0,36","Dindefelo","Western","Boe","Western","190,40","138,77","3469,32",3469.32,3469.32
"2763","Boe2-39","Din1-53","chr21",33526335,34266958,"3,73",740623,"0,74","Dindefelo","Western","Boe","Western","190,40","67,51","1687,77",1687.77,1687.77
"2764","Boe2-39","Din1-53","chr21",46859297,47850684,"4,46",991387,"0,99","Dindefelo","Western","Boe","Western","190,40","50,43","1260,86",1260.86,1260.86
"2765","CNPN1-20","Din1-53","chr21",42106640,42394496,"3,17",287856,"0,29","Dindefelo","Western","Comoe","Western","1000,85","173,70","4342,45",4342.45,4342.45
"2766","Din1-26","Din1-53","chr21",41658996,42137353,"3,11",478357,"0,48","Dindefelo","Western","Dindefelo","Western","0,00","104,52","2613,11",2613.11,2613.11
"2767","Din1-6","Din1-53","chr21",36917807,38096133,"6,14",1178326,"1,18","Dindefelo","Western","Dindefelo","Western","0,00","42,43","1060,83",1060.83,1060.83
"2768","Din1-6","Din1-53","chr21",45644839,47849607,"5,53",2204768,"2,20","Dindefelo","Western","Dindefelo","Western","0,00","22,68","566,95",566.95,566.95
"2769","Din1-6","Din1-53","chr21",33859484,34467611,"6,04",608127,"0,61","Dindefelo","Western","Dindefelo","Western","0,00","82,22","2055,49",2055.49,2055.49
"2770","Din1-7","Din1-53","chr21",33805724,34569443,"5,56",763719,"0,76","Dindefelo","Western","Dindefelo","Western","0,00","65,47","1636,73",1636.73,1636.73
"2771","Din1-7","Din1-53","chr21",37668579,41560546,"18,46",3891967,"3,89","Dindefelo","Western","Dindefelo","Western","0,00","12,85","321,17",321.17,321.17
"2772","Fjn1-21","Din1-53","chr21",40043516,40733490,"4,28",689974,"0,69","Dindefelo","Western","Sobeya","Western","178,14","72,47","1811,66",1811.66,1811.66
"2773","Fjn1-21","Din1-53","chr21",31239418,31693557,"3,36",454139,"0,45","Dindefelo","Western","Sobeya","Western","178,14","110,10","2752,46",2752.46,2752.46
"2774","Fjn2-13","Din1-53","chr21",23954531,24958257,"3,5",1003726,"1,00","Dindefelo","Western","Sobeya","Western","178,14","49,81","1245,36",1245.36,1245.36
"2775","Fjn3-84","Din1-53","chr21",15249635,16291005,"4,85",1041370,"1,04","Dindefelo","Western","Sobeya","Western","178,14","48,01","1200,34",1200.34,1200.34
"2776","Fouta1-10","Din1-53","chr21",24157101,25225328,"3,82",1068227,"1,07","Dindefelo","Western","Bakoun-Sobory","Western","149,80","46,81","1170,16",1170.16,1170.16
